latitude; longitude; gravity; height; topo
-35.60000;274.20000;979781.30920;0.00000;-3791.23528
-35.80000;274.20000;979794.92714;0.00000;-3899.04587
-36.00000;274.20000;979799.20143;0.00000;-4231.10457
-36.20000;274.20000;979798.76304;0.00000;-4328.11800
-36.40000;274.20000;979853.48240;0.00000;-3714.97496
-36.60000;274.20000;979867.40837;0.00000;-3792.71597
-36.80000;274.20000;979881.78605;0.00000;-3880.28215
-37.00000;274.20000;979899.32860;0.00000;-3926.94157
-37.20000;274.20000;979911.17354;0.00000;-3974.63247
-37.40000;274.20000;979931.26562;0.00000;-3978.23491
-37.60000;274.20000;979945.40174;0.00000;-4338.65722
-37.80000;274.20000;979969.56854;0.00000;-3896.98548
-38.00000;274.20000;979979.34190;0.00000;-4367.50793
-12.00000;274.40000;978252.18042;0.00000;-4394.46666
-12.20000;274.40000;978257.26939;0.00000;-4323.19248
-12.40000;274.40000;978266.73399;0.00000;-4175.93673
-12.60000;274.40000;978278.62363;0.00000;-4066.83291
-12.80000;274.40000;978282.51659;0.00000;-4340.00891
-13.00000;274.40000;978281.34093;0.00000;-4516.82207
-13.20000;274.40000;978283.11132;0.00000;-4574.75835
-13.40000;274.40000;978302.48868;0.00000;-4576.49070
-13.60000;274.40000;978303.01332;0.00000;-4664.22024
-13.80000;274.40000;978314.08132;0.00000;-4530.44819
-14.00000;274.40000;978322.41533;0.00000;-4548.39159
-14.20000;274.40000;978332.82991;0.00000;-4429.64549
-14.40000;274.40000;978343.26206;0.00000;-4549.87820
-14.60000;274.40000;978349.48831;0.00000;-4631.89775
-14.80000;274.40000;978354.56725;0.00000;-4698.43564
-15.00000;274.40000;978368.81897;0.00000;-4551.53792
-15.20000;274.40000;978376.77928;0.00000;-4630.95428
-15.40000;274.40000;978387.37713;0.00000;-4720.35895
-15.60000;274.40000;978398.71080;0.00000;-4603.54709
-15.80000;274.40000;978404.50767;0.00000;-4658.86826
-16.00000;274.40000;978409.21753;0.00000;-4683.11722
-16.20000;274.40000;978423.52899;0.00000;-4557.25027
-16.40000;274.40000;978435.33719;0.00000;-4515.87929
